,seed,nodes,constrained,method_OL,method_OA,method_NO,component,B_est,B_real
1984,94,1500,0,1,0,0,10,0.80578446,1.0
1985,94,1500,0,1,0,0,11,-1.1861432,-1.0
1986,94,1500,0,1,0,0,12,-3.7564192,-4.0
1987,94,1500,0,1,0,0,13,0.29427388,0.0
1988,94,1500,0,1,0,0,14,4.2072644,4.0
1989,94,1500,0,1,0,0,15,0.21720783,0.0
1990,94,1500,0,1,0,0,16,-3.7293622,-4.0
1991,94,1500,0,1,0,0,17,4.20743,4.0
1992,94,1500,0,1,0,0,18,4.8475823,5.0
1993,94,1500,0,1,0,0,19,4.7723756,5.0
1994,94,1500,0,1,0,0,20,2.8784702,3.0
1995,95,1500,0,1,0,0,0,0.5536632,1.0
1996,95,1500,0,1,0,0,1,-0.49875712,0.0
1997,95,1500,0,1,0,0,2,-1.5007721,-1.0
1998,95,1500,0,1,0,0,3,-0.3031258,0.0
1999,95,1500,0,1,0,0,4,0.62370414,1.0
2000,95,1500,0,1,0,0,5,-1.2908899,-1.0
2001,95,1500,0,1,0,0,6,1.4165001,1.0
2002,95,1500,0,1,0,0,7,0.41559106,0.0
2003,95,1500,0,1,0,0,8,-0.52646995,-1.0
2004,95,1500,0,1,0,0,9,0.32992068,0.0
2005,95,1500,0,1,0,0,10,1.3668389,1.0
2006,95,1500,0,1,0,0,11,-0.6634208,-1.0
2007,95,1500,0,1,0,0,12,-4.124076,-4.0
2008,95,1500,0,1,0,0,13,-0.19507116,0.0
2009,95,1500,0,1,0,0,14,3.9257035,4.0
2010,95,1500,0,1,0,0,15,-0.1899245,0.0
2011,95,1500,0,1,0,0,16,-4.2330465,-4.0
2012,95,1500,0,1,0,0,17,3.84422,4.0
2013,95,1500,0,1,0,0,18,5.1113143,5.0
2014,95,1500,0,1,0,0,19,5.1893835,5.0
2015,95,1500,0,1,0,0,20,3.0818582,3.0
2016,96,1500,0,1,0,0,0,1.1131399,1.0
2017,96,1500,0,1,0,0,1,0.15877457,0.0
2018,96,1500,0,1,0,0,2,-0.8964182,-1.0
2019,96,1500,0,1,0,0,3,-0.114484936,0.0
2020,96,1500,0,1,0,0,4,0.9451938,1.0
2021,96,1500,0,1,0,0,5,-1.1059757,-1.0
2022,96,1500,0,1,0,0,6,0.7353456,1.0
2023,96,1500,0,1,0,0,7,-0.41196653,0.0
2024,96,1500,0,1,0,0,8,-1.2411866,-1.0
2025,96,1500,0,1,0,0,9,-0.035682376,0.0
2026,96,1500,0,1,0,0,10,0.88912916,1.0
2027,96,1500,0,1,0,0,11,-1.0105566,-1.0
2028,96,1500,0,1,0,0,12,-4.3394732,-4.0
2029,96,1500,0,1,0,0,13,-0.47724667,0.0
2030,96,1500,0,1,0,0,14,3.6274197,4.0
2031,96,1500,0,1,0,0,15,-0.16796683,0.0
2032,96,1500,0,1,0,0,16,-4.150309,-4.0
2033,96,1500,0,1,0,0,17,3.8793852,4.0
2034,96,1500,0,1,0,0,18,5.2723026,5.0
2035,96,1500,0,1,0,0,19,5.3564005,5.0
2036,96,1500,0,1,0,0,20,3.2446887,3.0
2037,97,1500,0,1,0,0,0,1.6270043,1.0
2038,97,1500,0,1,0,0,1,0.5495997,0.0
2039,97,1500,0,1,0,0,2,-0.37862313,-1.0
2040,97,1500,0,1,0,0,3,-0.05820176,0.0
2041,97,1500,0,1,0,0,4,1.0176634,1.0
2042,97,1500,0,1,0,0,5,-0.9205107,-1.0
2043,97,1500,0,1,0,0,6,0.35428375,1.0
2044,97,1500,0,1,0,0,7,-0.6342353,0.0
2045,97,1500,0,1,0,0,8,-1.6726794,-1.0
2046,97,1500,0,1,0,0,9,0.11295143,0.0
2047,97,1500,0,1,0,0,10,0.98592335,1.0
2048,97,1500,0,1,0,0,11,-1.0510511,-1.0
2049,97,1500,0,1,0,0,12,-4.1778197,-4.0
2050,97,1500,0,1,0,0,13,-0.3093858,0.0
2051,97,1500,0,1,0,0,14,3.756664,4.0
2052,97,1500,0,1,0,0,15,0.3217652,0.0
2053,97,1500,0,1,0,0,16,-3.8493505,-4.0
2054,97,1500,0,1,0,0,17,4.230435,4.0
2055,97,1500,0,1,0,0,18,4.9602504,5.0
2056,97,1500,0,1,0,0,19,5.119008,5.0
2057,97,1500,0,1,0,0,20,3.0468035,3.0
2058,98,1500,0,1,0,0,0,1.0223913,1.0
2059,98,1500,0,1,0,0,1,-0.060393903,0.0
2060,98,1500,0,1,0,0,2,-0.9783422,-1.0
2061,98,1500,0,1,0,0,3,0.38657212,0.0
2062,98,1500,0,1,0,0,4,1.3431464,1.0
2063,98,1500,0,1,0,0,5,-0.6860084,-1.0
2064,98,1500,0,1,0,0,6,0.99101496,1.0
2065,98,1500,0,1,0,0,7,0.072338484,0.0
2066,98,1500,0,1,0,0,8,-1.0075158,-1.0
2067,98,1500,0,1,0,0,9,-0.4187642,0.0
2068,98,1500,0,1,0,0,10,0.59936243,1.0
2069,98,1500,0,1,0,0,11,-1.3511237,-1.0
2070,98,1500,0,1,0,0,12,-3.784406,-4.0
2071,98,1500,0,1,0,0,13,0.15615417,0.0
2072,98,1500,0,1,0,0,14,4.216926,4.0
2073,98,1500,0,1,0,0,15,-0.02266486,0.0
2074,98,1500,0,1,0,0,16,-4.0950027,-4.0
2075,98,1500,0,1,0,0,17,3.9639552,4.0
2076,98,1500,0,1,0,0,18,4.921289,5.0
2077,98,1500,0,1,0,0,19,4.9811277,5.0
2078,98,1500,0,1,0,0,20,2.9215572,3.0
2079,99,1500,0,1,0,0,0,0.73539454,1.0
2080,99,1500,0,1,0,0,1,-0.335219,0.0
2081,99,1500,0,1,0,0,2,-1.295751,-1.0
2082,99,1500,0,1,0,0,3,-0.1963068,0.0
2083,99,1500,0,1,0,0,4,0.8087757,1.0
2084,99,1500,0,1,0,0,5,-1.120662,-1.0
2085,99,1500,0,1,0,0,6,1.2303358,1.0
2086,99,1500,0,1,0,0,7,0.2750387,0.0
2087,99,1500,0,1,0,0,8,-0.75883985,-1.0
2088,99,1500,0,1,0,0,9,0.002658068,0.0
2089,99,1500,0,1,0,0,10,0.99847287,1.0
2090,99,1500,0,1,0,0,11,-1.0850822,-1.0
2091,99,1500,0,1,0,0,12,-4.202429,-4.0
2092,99,1500,0,1,0,0,13,-0.2446354,0.0
2093,99,1500,0,1,0,0,14,3.7758949,4.0
2094,99,1500,0,1,0,0,15,-0.4621356,0.0
2095,99,1500,0,1,0,0,16,-4.4913554,-4.0
2096,99,1500,0,1,0,0,17,3.5058753,4.0
2097,99,1500,0,1,0,0,18,5.3437414,5.0
2098,99,1500,0,1,0,0,19,5.3829293,5.0
2099,99,1500,0,1,0,0,20,3.383999,3.0
